"nome","data_inicio","escritorio","area","tipo","palavras_chaves","origem","iniciais_originadores","valor_da_transacao","valor_fee_sucesso","valor_fee_mensal","expectativa_fechamento","status_atual","data_conclusao_conforme_status","qtde_negocios_com_o_cliente","ult_interacao","interesse(target)"
negocio322,"11/12/2018",,Projetos Internos,Projeto,,,,,,,,Concluído com sucesso,,7,"13/12/2018",
negocio323,"13/11/2017",,Imobiliário,Projeto,,,,50000000.00,1500000.00,,"16/10/2018",Concluído sem sucesso,"23/10/2018",1,"13/12/2018",
negocio324,"11/12/2018",,Dívida Captação,Projeto,,,FB,85000000.00,,270000.00,,Concluído com sucesso,,5,"18/03/2019",
negocio325,"13/09/2016",,Imobiliário,Projeto,,,,40057000.00,1001425.00,,"31/12/2019",Concluído sem sucesso,"14/11/2018",2,"13/12/2018",
negocio328,"14/10/2017",,Imobiliário,Projeto,,,DU,130000000.00,1625000.00,,"31/12/2019",Concluído sem sucesso,"22/02/2021",2,"31/12/2019",
negocio329,"29/11/2017",Araujo Fontes BH,M&A Sell Side,Projeto,,,,,,,"31/12/2019",Concluído sem sucesso,"23/01/2020",2,"13/12/2018",
negocio330,"31/03/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,,,,"30/06/2019",Concluído sem sucesso,,1,"07/01/2019","4"
negocio331,"11/12/2018",Araujo Fontes BH,Dívida Reperfilamento,Projeto,,,,,,,,Concluído sem sucesso,,1,"13/12/2018","4"
negocio332,"22/04/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,FS,25000000.00,750000.00,80000.00,"30/06/2021",Concluído sem sucesso,"18/05/2020",1,"07/02/2020","3"
negocio333,"13/11/2017",,Imobiliário,Projeto,,,,100000000.00,3000000.00,,"31/07/2018",Inativo,,1,"13/12/2018",
negocio335,"11/12/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,,,,,,Concluído sem sucesso,"08/07/2019",7,"13/12/2018","2"
negocio336,"11/11/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,25000000.00,250000.00,,"13/11/2019",Concluído com sucesso,"14/12/2018",1,"28/06/2019","2"
negocio337,"11/12/2018",,M&A Sell Side,Projeto,,,,,,,,Concluído sem sucesso,,2,"13/12/2018",
negocio340,"08/04/2018",Araujo Fontes BH,Dívida Reperfilamento,Projeto,,,FB,10000000.00,350000.00,,"31/12/2018",Concluído com sucesso,"01/01/2019",2,"06/07/2020",
negocio341,"11/04/2018",,M&A Sell Side,Projeto,,,,,,,"28/09/2018",Inativo,,3,"13/12/2018",
negocio342,"13/08/2017",,Imobiliário,Projeto,,,,100000000.00,2000000.00,,"23/10/2018",Concluído sem sucesso,"20/11/2018",2,"04/01/2019",
negocio343,"29/05/2018",,Consultoria,Projeto,,,,10000000.00,100000.00,,"29/11/2019",Concluído sem sucesso,,1,"13/12/2018",
negocio344,"04/07/2017",Araujo Fontes BH,M&A Buy Side,Projeto,,,,50000000.00,750000.00,,"31/10/2019",Concluído sem sucesso,,6,"31/01/2019","2"
negocio345,"11/12/2018",,M&A Sell Side,Projeto,,,,,,,,Concluído sem sucesso,"14/04/2020",1,"13/12/2018",
negocio346,"30/09/2017",Araujo Fontes Goiânia,M&A Sell Side,Projeto,,,"EF,Gd",50000000.00,,,"16/09/2019",Concluído com sucesso,"28/10/2019",2,"28/10/2019","1"
negocio347,"29/12/2017",Araujo Fontes BH,Dívida Reperfilamento,Projeto,,,LT,5000000.00,125000.00,,"31/12/2018",Concluído com sucesso,"20/12/2018",1,"13/02/2019",
negocio348,"16/12/2018",,Dívida Reperfilamento,Projeto,,,LT,5000000.00,125000.00,154000.00,"28/02/2019",Concluído com sucesso,"28/02/2019",3,"13/12/2018",
negocio349,"19/01/2018",,Projetos Internos,Projeto,,,,,,,,Ativo,,7,"13/12/2018",
negocio350,"11/12/2018",,Dívida Reperfilamento,Projeto,,,,,,,,Concluído sem sucesso,,1,"13/12/2018",
negocio351,"11/12/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,,,,,,Concluído sem sucesso,"20/02/2020",1,"13/12/2018","4"
negocio352,"29/09/2017",Araujo Fontes BH,M&A Sell Side,Projeto,,,MA,79000000.00,1250000.00,,"20/02/2020",Concluído com sucesso,"14/04/2020",2,"06/03/2020","2"
negocio353,"29/05/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,450000.00,,,"31/12/2019",Concluído com sucesso,"17/09/2018",2,"13/12/2018","3"
negocio354,"15/02/2018",Araujo Fontes BH,Imobiliário,Projeto,,,,140000000.00,3360000.00,,"30/06/2020",Concluído sem sucesso,,1,"21/05/2019","5"
negocio356,"30/07/2016",Araujo Fontes BH,M&A Sell Side,Projeto,,,LK,25000000.00,1500000.00,,"31/12/2020",Concluído sem sucesso,"23/12/2019",1,"18/12/2019","4"
negocio357,"11/12/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,300000000.00,4500000.00,105000.00,"31/12/2021",Concluído sem sucesso,"03/08/2020",3,"14/07/2020","2"
negocio358,"11/12/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,MA,,,,,Concluído sem sucesso,"29/11/2019",1,"13/12/2018",
negocio359,"29/03/2018",Araujo Fontes BH,Dívida Reperfilamento,Projeto,,,LT,24500000.00,686000.00,1204000.00,"13/08/2019",Concluído com sucesso,"31/05/2019",5,"30/03/2020","1"
negocio360,"30/07/2017",,Dívida Reperfilamento,Projeto,,,LT,5000000.00,125000.00,48000.00,"31/12/2018",Concluído com sucesso,,1,"13/12/2018",
negocio361,"11/12/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,,,,,,Concluído sem sucesso,,1,"13/12/2018","5"
negocio362,"11/12/2018",,Dívida Reperfilamento,Projeto,,,FB,,,,,Concluído com sucesso,,1,"25/11/2019",
negocio363,"16/03/2019",Araujo Fontes BH,M&A Sell Side,Projeto,"Logística,mineração",,MA,147160104.00,4915147.47,,"30/04/2021",Concluído com sucesso,"17/06/2021",5,"17/06/2021","3"
negocio364,"13/06/2018",Araujo Fontes BH,Consultoria,Projeto,,,,,,,,Ativo,,6,"24/09/2020","3"
negocio365,"11/12/2018",Araujo Fontes BH,Dívida Reperfilamento,Projeto,,,LT,,,,,Concluído sem sucesso,,2,"28/10/2019",
negocio368,"02/06/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,"AT,MF",15000000.00,525000.00,,"23/04/2021",Concluído com sucesso,"15/11/2021",1,"11/10/2021","2"
negocio369,"11/06/2018",Araujo Fontes BH,Dívida Captação,Projeto,,,BD,40000000.00,960000.00,192000.00,"29/11/2019",Concluído sem sucesso,"17/02/2020",2,"04/10/2019","2"
negocio370,"31/01/2019",Araujo Fontes BH,Dívida Captação,Projeto,,,FB,40000000.00,600000.00,66000.00,"15/06/2019",Concluído sem sucesso,,3,"01/07/2019","2"
negocio371,"30/10/2016",,M&A Sell Side,Projeto,,,,,,,"28/02/2020",Concluído sem sucesso,"31/08/2018",1,"13/12/2018",
negocio372,"12/08/2018",Araujo Fontes Goiânia,M&A Sell Side,Projeto,,,MA,50000000.00,1500000.00,,"30/09/2019",Concluído sem sucesso,,1,"07/11/2019","2"
negocio373,"30/05/2018",Araujo Fontes BH,Consultoria,Projeto,,,GE,,,,"31/07/2018",Concluído sem sucesso,"09/07/2020",3,"13/12/2018","3"
negocio374,"30/06/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,100000000.00,,200000.00,"31/03/2020",Concluído com sucesso,"01/10/2019",4,"10/10/2019","2"
negocio375,"18/07/2018",,Projetos Internos,Projeto,,,,,,,,Ativo,,7,"17/06/2019",
negocio376,"26/06/2018",Araujo Fontes BH,Dívida Captação,Projeto,,,EF,60000000.00,,120000.00,"31/01/2019",Concluído com sucesso,"31/01/2019",3,"13/02/2019",
negocio377,"23/10/2018",,Imobiliário,Lead,,,,40000000.00,1200000.00,,"23/10/2018",Concluído sem sucesso,"23/10/2018",3,"13/12/2018",
negocio379,"31/10/2018",Araujo Fontes BH,Imobiliário,Lead,,,MA,,,,"31/12/2019",Concluído sem sucesso,"22/02/2021",1,"13/12/2018","3"
negocio380,"26/06/2018",Araujo Fontes Goiânia,Consultoria,Projeto,,,,,,,"11/01/2019",Concluído com sucesso,"11/01/2019",3,"14/01/2019",
negocio381,"30/04/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,15000000.00,750000.00,,"30/06/2019",Concluído sem sucesso,"30/01/2019",1,"28/03/2019","4"
negocio382,"15/05/2018",,Imobiliário,Lead,,,,21000000.00,840000.00,,"29/03/2019",Concluído sem sucesso,"23/01/2020",4,"21/10/2019",
negocio384,"23/10/2018",,Imobiliário,Lead,,,,70000000.00,700000.00,,"23/10/2018",Concluído sem sucesso,"23/10/2018",3,"13/12/2018",
negocio385,"31/12/2020",,Imobiliário,Lead,,,,220000000.00,2200000.00,,"31/12/2020",Inativo,,2,"13/12/2018",
negocio386,"31/12/2020",,Imobiliário,Lead,,,,210000000.00,6300000.00,,"31/12/2020",Concluído sem sucesso,"22/02/2021",3,"22/02/2021",
negocio387,"31/12/2020",,Imobiliário,Lead,,,,210000000.00,6300000.00,,"31/12/2020",Concluído sem sucesso,"22/02/2021",3,"22/02/2021",
negocio388,"31/12/2020",,Imobiliário,Lead,,,,200000000.00,6000000.00,,"31/12/2020",Concluído sem sucesso,"22/02/2021",3,"13/12/2018",
negocio389,"08/07/2018",,Dívida Reperfilamento,Projeto,,,,20000000.00,450000.00,,"31/12/2018",Concluído sem sucesso,,1,"18/02/2019",
negocio390,"01/01/2019",,Imobiliário,Lead,,,,100000000.00,3000000.00,,"31/12/2020",Concluído sem sucesso,"22/02/2021",1,"15/04/2019",
negocio391,"31/12/2020",,Imobiliário,Lead,,,,17000000.00,510000.00,,"31/12/2020",Concluído sem sucesso,"22/02/2021",2,"13/12/2018",
negocio392,"24/03/2021",,Imobiliário,Lead,,,,20000000.00,500000.00,,"24/03/2021",Concluído sem sucesso,"22/02/2021",3,"13/12/2018",
negocio393,"28/06/2018",Araujo Fontes BH,Imobiliário,Lead,,,DU,32000000.00,800000.00,,"28/06/2019",Inativo,,3,"04/01/2019",
negocio394,"11/10/2017",,Imobiliário,Lead,,,DU,354000.00,354000.00,,"31/12/2018",Concluído sem sucesso,"22/02/2021",2,"28/12/2018",
negocio395,"11/06/2018",,Imobiliário,Projeto,,,,100000000.00,5000000.00,,"23/10/2018",Concluído sem sucesso,"23/10/2018",1,"13/12/2018",
negocio396,"23/10/2018",,Imobiliário,Lead,,,,13000000.00,260000.00,,"23/10/2018",Concluído sem sucesso,,2,"13/12/2018",
negocio397,"23/10/2018",,Imobiliário,Lead,,,,90000000.00,1800000.00,,"23/10/2018",Concluído sem sucesso,"23/10/2018",1,"13/12/2018",
negocio398,"23/10/2020",,Imobiliário,Lead,,,,60000000.00,1500000.00,,"23/10/2020",Concluído sem sucesso,"22/02/2021",1,"13/12/2018",
negocio399,"15/04/2018",Araujo Fontes BH,Imobiliário,Projeto,,,,4000000.00,120000.00,,"23/10/2018",Concluído sem sucesso,"23/10/2018",3,"05/06/2019","4"
negocio400,"28/06/2019",,Imobiliário,Lead,,,,80000000.00,1200000.00,,"28/06/2019",Ativo,,1,"12/02/2019",
negocio401,"07/07/2018",Araujo Fontes Rib. Preto,Dívida Captação,Projeto,,,LT,26750000.00,,,"15/12/2018",Concluído com sucesso,"21/12/2018",2,"05/03/2019",
negocio402,"11/12/2018",Araujo Fontes BH,Assessoria Estratégica,Projeto,,,EF,,,,,Concluído sem sucesso,"30/01/2019",1,"13/12/2018","5"
negocio403,"05/06/2018",,M&A Buy Side,Projeto,,,,,,,"31/10/2018",Concluído sem sucesso,,8,"15/02/2019",
negocio404,"28/06/2020",,Imobiliário,Lead,,,,20000000.00,600000.00,,"28/06/2020",Concluído sem sucesso,"22/02/2021",1,"04/01/2019",
negocio405,"31/12/2020",,Imobiliário,Lead,,,,200000000.00,10000000.00,,"31/12/2020",Inativo,,1,"13/12/2018",
negocio406,"06/06/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,,15000000.00,450000.00,230000.00,"30/06/2019",Concluído sem sucesso,,2,"07/05/2019","2"
negocio407,"29/07/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,,10000000.00,400000.00,,"29/03/2019",Concluído sem sucesso,,2,"07/05/2019","1"
negocio409,"11/12/2018",,Desenvolvimento de Sistemas,Projeto,,,AS,,,,,Ativo,,7,"02/03/2021",
negocio410,"11/12/2018",,Projetos Internos,Projeto,,,,,,,,Inativo,,7,"13/12/2018",
negocio411,"12/12/2018",Araujo Fontes BH,Dívida Reperfilamento,Projeto,,,LT,15000000.00,450000.00,,"31/05/2019",Concluído com sucesso,"01/09/2019",3,"12/12/2019",
negocio412,"05/09/2018",,Imobiliário,Lead,,,,120000000.00,3600000.00,,"05/09/2018",Concluído sem sucesso,"23/10/2018",1,"13/12/2018",
negocio413,"30/05/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,LT,30000000.00,3600000.00,,"31/12/2020",Concluído sem sucesso,"18/09/2020",1,"22/01/2019","3"
negocio415,"28/06/2020",,Imobiliário,Lead,,,,40000000.00,1200000.00,,"28/06/2020",Concluído sem sucesso,"22/02/2021",1,"13/12/2018",
negocio416,"30/05/2019",,Imobiliário,Lead,,,,60000000.00,900000.00,,"04/09/2019",Inativo,,1,"04/01/2019",
negocio418,"30/05/2018",Araujo Fontes BH,Imobiliário,Lead,,,DU,200000000.00,2000000.00,,"30/05/2019",Concluído sem sucesso,"20/11/2020",2,"13/12/2018",
negocio419,"11/10/2017",,Imobiliário,Lead,,,,140000000.00,2100000.00,,"28/06/2019",Inativo,,1,"07/03/2019",
negocio420,"16/07/2018",Araujo Fontes Rib. Preto,Imobiliário,Projeto,,,,25000000.00,1000000.00,,"23/10/2018",Concluído sem sucesso,"23/10/2018",1,"13/12/2018",
negocio421,"07/04/2018",,M&A Sell Side,Projeto,,,,30000000.00,600000.00,,"29/06/2019",Concluído sem sucesso,,5,"12/06/2019","3"
negocio422,"31/07/2019",,Imobiliário,Lead,,,,20000000.00,600000.00,,"31/07/2019",Concluído sem sucesso,"22/02/2021",1,"13/12/2018",
negocio423,"31/12/2019",,Imobiliário,Lead,,,,70000000.00,2100000.00,,"08/12/2020",Inativo,,2,"26/12/2018",
negocio424,"30/10/2018",Araujo Fontes BH,Imobiliário,Projeto,,,,50000000.00,1500000.00,,"29/03/2019",Inativo,,1,"12/02/2019","2"
negocio425,"01/08/2018",,Imobiliário,Lead,,,,70000000.00,1260000.00,,"20/02/2020",Ativo,,3,"15/01/2019",
negocio426,"29/06/2018",Araujo Fontes BH,M&A Sell Side,Projeto,"fertilizantes,foliares",,EF,800000000.00,1600000.00,120000.00,"31/05/2022",Concluído sem sucesso,"28/12/2021",3,"20/01/2022","1"
negocio428,"21/09/2018",,Imobiliário,Lead,,,DU,,,,"01/08/2019",Concluído sem sucesso,"20/02/2019",1,"21/09/2018",
negocio430,"28/06/2018",Araujo Fontes BH,Imobiliário,Lead,,,EF,,,,"28/06/2019",Concluído sem sucesso,"04/05/2020",2,"06/03/2019",
negocio431,"28/06/2019",,Imobiliário,Lead,,,,100000000.00,2000000.00,,"28/06/2019",Concluído sem sucesso,"22/02/2021",3,"04/01/2019",
negocio432,"23/07/2019",,Imobiliário,Lead,,,,100000000.00,1500000.00,,"23/07/2019",Concluído sem sucesso,"22/02/2021",1,"13/12/2018",
negocio433,"23/07/2019",,Imobiliário,Lead,,,,350000000.00,5250000.00,,"23/07/2019",Concluído sem sucesso,"23/01/2020",3,"23/01/2020",
negocio436,"15/05/2018",Araujo Fontes BH,Imobiliário,Lead,,,GE,16000000.00,336000.00,,"31/03/2019",Concluído sem sucesso,,4,"21/10/2019","1"
negocio438,"16/05/2018",,Imobiliário,Lead,,,,40000000.00,1200000.00,,"28/06/2019",Inativo,,3,"04/01/2019",
negocio445,"13/08/2018",,Imobiliário,Projeto,,,,20000000.00,600000.00,,"23/10/2018",Concluído sem sucesso,"23/10/2018",1,"13/12/2018",
negocio446,"12/12/2018",,M&A Buy Side,Proposta,,,,,,,,Concluído sem sucesso,,2,"13/12/2018",
negocio448,"29/12/2018",Araujo Fontes BH,M&A Buy Side,Projeto,,,,,,,"31/12/2018",Concluído sem sucesso,,6,"13/12/2018","3"
negocio449,"23/10/2018",,Imobiliário,Lead,,,,30000000.00,600000.00,,"23/10/2018",Concluído sem sucesso,"23/10/2018",1,"05/06/2019",
negocio450,"19/06/2019",,Imobiliário,Lead,,,,30000000.00,600000.00,,"19/06/2019",Inativo,,1,"05/06/2019",
negocio451,"19/06/2019",,Imobiliário,Lead,,,,25000000.00,500000.00,,"19/06/2019",Inativo,,2,"05/06/2019",
negocio452,"14/08/2018",Araujo Fontes BH,Consultoria,Projeto,,,DU,3072552.00,153627.60,,"30/08/2019",Concluído com sucesso,"31/07/2020",2,"31/07/2020","4"
negocio453,"29/01/2019",Araujo Fontes BH,Imobiliário,Projeto,,,GE,13000000.00,357500.00,357500.00,"28/02/2019",Concluído com sucesso,,4,"21/10/2019",
negocio454,"19/06/2019",,Imobiliário,Lead,,,,140000000.00,1400000.00,,"19/06/2019",Concluído sem sucesso,"22/02/2021",3,"13/12/2018",
negocio457,"31/03/2019",,Imobiliário,Lead,,,,60000000.00,900000.00,,"31/03/2020",Concluído sem sucesso,"22/02/2021",1,"13/12/2018",
negocio458,"12/08/2018",Araujo Fontes BH,M&A Buy Side,Projeto,,,EF,,,,"31/10/2019",Concluído sem sucesso,"25/11/2020",8,"06/02/2020","2"
negocio459,"31/03/2019",,Imobiliário,Lead,,,,160000000.00,1600000.00,,"31/03/2019",Concluído sem sucesso,"22/02/2021",1,"13/12/2018",
negocio460,"19/06/2019",,Imobiliário,Lead,,,,,,,"19/06/2020",Inativo,,1,"25/06/2019",
negocio461,"10/10/2016",Araujo Fontes BH,Imobiliário,Projeto,,,EF,50000000.00,2000000.00,,"17/09/2019",Concluído sem sucesso,"05/06/2019",1,"08/03/2019","4"
negocio462,"26/08/2018",Araujo Fontes Rib. Preto,M&A Sell Side,Projeto,Transporte,,AR,83000000.00,2656000.00,240000.00,"05/01/2022",Ativo,,2,"01/02/2022","3"
negocio463,"14/08/2018",Araujo Fontes Rib. Preto,M&A Sell Side,Projeto,,,AR,60000000.00,1800000.00,108000.00,"30/03/2020",Concluído sem sucesso,"23/01/2020",2,"03/09/2019","1"
negocio464,"30/07/2017",,Dívida Captação,Projeto,,,,,,,"28/09/2018",Concluído sem sucesso,"23/01/2020",6,"12/04/2019",
negocio465,"11/12/2018",Araujo Fontes BH,Assessoria Estratégica,Projeto,,,EF,0.00,,120000.00,"30/11/2020",Concluído com sucesso,"10/07/2020",2,"26/05/2020","2"
negocio466,"30/12/2018",Araujo Fontes BH,M&A Buy Side,Projeto,,,EF,15000000.00,450000.00,135000.00,"10/04/2019",Concluído sem sucesso,"01/07/2019",2,"23/04/2019","2"
negocio467,"11/12/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,"LT,PF",,,,,Concluído sem sucesso,,1,"21/03/2019","5"
negocio468,"03/10/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,PF,11000000.00,220000.00,108000.00,"31/03/2020",Concluído sem sucesso,"29/01/2020",2,"23/12/2019","4"
negocio469,"30/05/2017",Araujo Fontes BH,Consultoria,Projeto,,,,46750000.00,607750.00,,"26/03/2018",Concluído com sucesso,"26/03/2018",3,"27/05/2019","3"
negocio470,"27/03/2018",,M&A Sell Side,Projeto,,,EF,10000000.00,,,"31/10/2018",Concluído com sucesso,"19/09/2018",4,"13/12/2018",
negocio471,"17/09/2018",Araujo Fontes BH,Consultoria,Projeto,,,EF,,,,,Concluído com sucesso,"16/10/2018",1,"21/03/2019","3"
negocio473,"28/06/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,5000000.00,150000.00,,"28/02/2020",Concluído sem sucesso,,5,"20/08/2019","3"
negocio475,"20/08/2018",Araujo Fontes BH,Imobiliário,Lead,,,,35000000.00,1400000.00,,"20/08/2020",Concluído sem sucesso,"29/05/2020",1,"13/12/2018","4"
negocio476,"28/06/2019",,Imobiliário,Lead,,,,100000000.00,1000000.00,,"28/06/2019",Ativo,,1,"15/04/2019",
negocio477,"22/08/2016",,Imobiliário,Projeto,,,MA,20000000.00,400000.00,,"31/10/2018",Concluído com sucesso,"03/10/2018",1,"13/12/2018",
negocio479,"16/07/2018",Araujo Fontes BH,M&A Sell Side,Projeto,"Gusa,Siderurgia",,"GE,MA",700000000.00,14000000.00,240000.00,"15/12/2022",Ativo,,1,"14/06/2021","1"
negocio480,"30/09/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,MA,60000000.00,2100000.00,,"30/06/2019",Concluído sem sucesso,"25/02/2019",4,"26/02/2019","2"
negocio481,"27/08/2018",Araujo Fontes BH,Imobiliário,Lead,,,MA,40000000.00,1600000.00,,"28/02/2019",Concluído sem sucesso,,3,"25/02/2019",
negocio483,"29/06/2018",,Seguros,Projeto,,,,110000.00,110000.00,72000.00,"31/12/2018",Concluído com sucesso,,6,"05/06/2019",
negocio484,"18/09/2018",,Seguros,Projeto,,,,3800.00,3800.00,10500.00,"01/12/2018",Concluído com sucesso,,5,"05/06/2019",
negocio485,"30/10/2018",,Seguros,Projeto,,,,,,9000.00,"01/12/2018",Concluído sem sucesso,,6,"05/06/2019",
negocio486,"29/09/2018",Araujo Fontes BH,Seguros,Projeto,,,,65000.00,26000.00,26000.00,"31/03/2019",Inativo,,4,"13/12/2018","3"
negocio487,"30/07/2018",,Seguros,Projeto,,,,6120.00,183.60,6120.00,"01/11/2018",Concluído com sucesso,"15/11/2018",1,"05/06/2019",
negocio488,"03/12/2018",Araujo Fontes BH,Consultoria,Projeto,,,MA,,,,"05/12/2019",Inativo,,5,"10/01/2019",
negocio489,"28/11/2018",,Seguros,Projeto,,,,,,6000.00,"30/11/2018",Inativo,,5,"05/06/2019",
negocio490,"30/07/2018",,Seguros,Projeto,,,,,,18000.00,"31/12/2018",Concluído sem sucesso,,1,"05/06/2019",
negocio491,"29/12/2018",Araujo Fontes BH,Consultoria,Projeto,,,,500000.00,8000.00,8000.00,"31/12/2018",Concluído com sucesso,"21/12/2018",1,"06/01/2020","4"
negocio492,"13/11/2017",Araujo Fontes BH,Imobiliário,Projeto,,,,20000000.00,400000.00,,"27/01/2018",Concluído com sucesso,"27/01/2018",3,"22/02/2021",
negocio493,"21/10/2018",,Seguros,Projeto,,,,,,60000.00,"01/07/2019",Concluído sem sucesso,,1,"05/06/2019",
negocio494,"22/10/2018",Araujo Fontes BH,Seguros,Projeto,,,GE,,,,"31/05/2019",Inativo,,3,"17/02/2020","2"
negocio495,"04/11/2018",Araujo Fontes Goiânia,M&A Sell Side,Projeto,,,Gd,3000000.00,,80000.00,"22/05/2019",Concluído com sucesso,,1,"01/11/2019","4"
negocio496,"15/12/2018",Araujo Fontes Goiânia,Consultoria,Projeto,,,,400000.00,40000.00,35699.55,"17/12/2018",Concluído com sucesso,,5,"08/01/2019","5"
negocio497,"21/05/2017",Araujo Fontes Goiânia,Consultoria,Projeto,,,FP,250000.00,12500.00,25000.00,"31/03/2019",Concluído com sucesso,,2,"31/05/2019","4"
negocio498,"29/11/2018",,Seguros,Projeto,,,,540000.00,108000.00,,"01/12/2018",Concluído sem sucesso,,2,"05/06/2019",
negocio499,"29/11/2018",Araujo Fontes BH,Seguros,Projeto,,,,13000.00,2600.00,,"31/12/2018",Concluído com sucesso,,2,"05/06/2019","1"
negocio500,"04/11/2018",,M&A Sell Side,Projeto,,,,10000000.00,500000.00,102000.00,"01/10/2019",Concluído sem sucesso,,2,"07/05/2019",
negocio501,"05/11/2018",Araujo Fontes BH,Fusão com Alvo Pré-definido,Projeto,,,PF,,,150000.00,"30/08/2019",Concluído sem sucesso,,3,"15/01/2019","4"
negocio502,"06/11/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,10000000.00,400000.00,,"01/01/2021",Concluído sem sucesso,"20/11/2020",2,"01/07/2020","3"
negocio503,"08/11/2018",Araujo Fontes Goiânia,M&A Sell Side,Projeto,,,MA,160000000.00,4000000.00,120000.00,"20/12/2019",Concluído sem sucesso,"28/10/2020",3,"29/04/2020","5"
negocio504,"14/11/2018",Araujo Fontes BH,Consultoria,Projeto,,,LT,,,861898.43,"31/12/2020",Inativo,,3,"23/09/2020","3"
negocio505,"29/08/2018",,Projetos Internos,Projeto,,,,,,,"28/06/2019",Concluído sem sucesso,"03/02/2020",1,"04/05/2020",
negocio514,"12/11/2018",Araujo Fontes BH,M&A Sell Side,Projeto,,,MA,100000000.00,5000000.00,,"31/12/2020",Inativo,,2,"05/01/2021","5"
negocio515,"02/12/2018",,Dívida Reperfilamento,Projeto,,,,40000000.00,1200000.00,240000.00,"28/06/2019",Concluído sem sucesso,"23/01/2020",1,"13/12/2018",
negocio523,"13/12/2018",Araujo Fontes BH,M&A Sell Side,Projeto,"Bolsa de Valores,rob,tecnologia,trade eletronico",,AT,15000000.00,525000.00,120000.00,"31/12/2019",Concluído sem sucesso,"09/08/2020",1,"27/02/2020","1"
