"nome","data_inicio","escritorio","area","tipo","palavras_chaves","origem","iniciais_originadores","valor_da_transacao","valor_fee_sucesso","valor_fee_mensal","expectativa_fechamento","status_atual","data_conclusao_conforme_status","qtde_negocios_com_o_cliente","ult_interacao","interesse(target)"
negocio1712,"21/10/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"21/10/2020",
negocio1713,"21/10/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"25/09/2020",
negocio1714,"21/10/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"29/09/2020",
negocio1715,"21/10/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"21/10/2020",
negocio1716,"21/10/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"21/10/2020",
negocio1717,"21/10/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,2,"21/10/2020",
negocio1718,"21/10/2020",Araujo Fontes São Paulo,M&A Sell Side,Proposta,,,RC,,,,,Concluído sem sucesso,"17/09/2021",1,"12/11/2020","3"
negocio1719,"22/10/2020",Araujo Fontes BH,M&A Sell Side,Proposta,"captação de recursos,eletrodomésticos",,EF,,,,"29/10/2021",Concluído sem sucesso,"16/11/2020",1,"27/10/2020","1"
negocio1720,"21/10/2020",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,RH,,,,,Ativo,,1,"21/10/2020",
negocio1721,"23/10/2020",Araujo Fontes BH,M&A Sell Side,Lead,,,"FS,HM",,,,,Concluído sem sucesso,"19/11/2020",1,"26/10/2020","5"
negocio1722,"26/10/2020",Araujo Fontes BH,M&A Buy Side,Proposta,PH,,EF,,,,"30/06/2021",Inativo,,1,"27/10/2020","3"
negocio1723,"27/10/2020",Araujo Fontes BH,M&A Buy Side,Projeto,Hospital Infantil,,EF,5500000.00,110000.00,60000.00,"29/01/2021",Inativo,,1,"12/11/2021","5"
negocio1724,"16/09/2020",Araujo Fontes BH,Dívida Reperfilamento,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"29/10/2020",2,"16/09/2020",
negocio1725,"21/10/2020",Araujo Fontes BH,Assessoria Estratégica,Proposta,fazenda,,EF,,,,"31/05/2021",Concluído sem sucesso,"03/04/2021",3,"29/12/2020","2"
negocio1726,"28/10/2020",Araujo Fontes BH,M&A Buy Side,Projeto,"AeC,call center,Contact Center",,EF,40000000.00,600000.00,150000.00,"30/04/2021",Concluído sem sucesso,"12/04/2021",3,"05/03/2021","1"
negocio1727,"28/10/2020",Araujo Fontes BH,Consultoria,Projeto,,,GE,,,70000.00,"30/06/2021",Concluído com sucesso,"11/02/2021",1,"27/11/2020","3"
negocio1729,"03/11/2020",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,EF,,,,"03/11/2021",Concluído sem sucesso,"31/05/2021",1,"03/11/2020","1"
negocio1730,"07/11/2020",Araujo Fontes BH,Gestão de Recursos,Projeto,"Crédito Privado,Fundo de Investimento,multimercado",,EF,,,82586.79,"31/12/2030",Ativo,,29,"09/11/2020",
negocio1731,"07/11/2020",Araujo Fontes BH,Gestão de Recursos,Projeto,"Crédito Privado,Fundo de Investimento,multimercado",,EF,,,20322.95,"31/12/2030",Ativo,,29,"09/11/2020",
negocio1732,"09/11/2020",Araujo Fontes BH,M&A Sell Side,Proposta,"laboratório,Saúde",,EF,,,,,Ativo,,1,"01/12/2020","1"
negocio1733,"16/11/2020",Araujo Fontes São Paulo,M&A Sell Side,Lead,,,RC,,,,,Ativo,,1,"28/01/2022","1"
negocio1734,"11/11/2020",Araujo Fontes São Paulo,M&A Sell Side,Lead,,,RC,,,,,Concluído sem sucesso,"31/08/2021",2,"24/11/2020","1"
negocio1735,"16/11/2020",Araujo Fontes BH,M&A Sell Side,Proposta,"Biotecnologia,diagnóstico",,GR,,,,"30/11/2021",Inativo,,1,"30/04/2021","2"
negocio1736,"18/11/2020",Araujo Fontes São Paulo,Imobiliário,Lead,,,RC,,,,,Concluído sem sucesso,"23/08/2021",1,"14/12/2020","3"
negocio1737,"18/11/2020",Araujo Fontes São Paulo,M&A Sell Side,Lead,,,RC,,,,,Concluído sem sucesso,"27/11/2020",1,"27/11/2020","5"
negocio1738,"18/11/2020",Araujo Fontes São Paulo,Dívida Captação,Lead,,,RC,,,,,Concluído sem sucesso,"16/09/2021",1,"23/03/2021","3"
negocio1739,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"23/11/2020",
negocio1740,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"22/10/2020",
negocio1741,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"29/10/2020",
negocio1742,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"29/10/2020",
negocio1743,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"23/11/2020",
negocio1744,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"23/11/2020",
negocio1745,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"23/11/2020",
negocio1746,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"23/11/2020",
negocio1747,"23/11/2020",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"23/11/2020",
negocio1748,"25/11/2020",Araujo Fontes BH,M&A Sell Side,Proposta,"Logística,transportadora",,EF,,,,"31/07/2021",Concluído sem sucesso,"27/05/2021",1,"30/11/2020","1"
negocio1749,"25/11/2020",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"07/02/2021",2,"25/11/2020",
negocio1750,"24/11/2020",Araujo Fontes BH,Câmbio,Projeto,,,ED,205000.00,205000.00,,"31/12/2030",Ativo,,2,"30/12/2021",
negocio1751,"30/11/2020",Araujo Fontes BH,Imobiliário,Lead,SLB,,EF,300000000.00,3000000.00,,"30/04/2021",Ativo,,1,"30/11/2020","1"
negocio1752,"10/11/2020",Araujo Fontes Rib. Preto,Dívida Captação,Lead,,,AR,,,,"23/12/2020",Concluído sem sucesso,"05/02/2021",1,"10/11/2020","4"
negocio1753,"25/11/2020",Araujo Fontes Rib. Preto,M&A Sell Side,Pré-Lead,,,AR,,,,,Ativo,,1,"25/11/2020",
negocio1754,"23/11/2020",Araujo Fontes Rib. Preto,Imobiliário,Projeto,,,AR,,,,,Inativo,,2,"09/07/2021","3"
negocio1755,"24/11/2020",Araujo Fontes Rib. Preto,Assessoria Estratégica,Lead,,,AR,,,,,Ativo,,2,"24/11/2020","5"
negocio1756,"24/11/2020",Araujo Fontes BH,Dívida Captação,Proposta,,,MF,40000000.00,1120000.00,120000.00,"31/03/2021",Concluído sem sucesso,"30/12/2020",2,"16/12/2020","1"
negocio1757,"30/11/2020",Araujo Fontes BH,M&A Sell Side,Projeto,,,MF,100000000.00,2500000.00,,"30/06/2022",Ativo,,1,"18/01/2022","1"
negocio1758,"03/12/2020",Araujo Fontes BH,Dívida Captação,Proposta,"captação,divida estruturada,Nutrição Animal",,EF,,,,"30/09/2021",Concluído sem sucesso,"09/09/2021",1,"14/07/2021","1"
negocio1759,"09/12/2020",Araujo Fontes BH,Dívida Captação,Lead,"captação de recursos,Linha de Transmissão",,FB,,,,"21/01/2021",Concluído sem sucesso,"23/12/2020",2,"23/12/2020","2"
negocio1760,"02/12/2020",Araujo Fontes Goiânia,Dívida Captação,Proposta,,,"FP,LT,SC",,,,"15/02/2021",Concluído sem sucesso,"02/09/2021",3,"03/02/2021","5"
negocio1761,"11/12/2020",Araujo Fontes São Paulo,Assessoria Estratégica,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"16/02/2021",1,"11/12/2020",
negocio1762,"11/12/2020",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"15/12/2020",3,"25/02/2021",
negocio1763,"15/12/2020",Araujo Fontes São Paulo,Dívida Captação,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"16/09/2021",1,"15/12/2020",
negocio1764,"15/12/2020",Araujo Fontes São Paulo,M&A Buy Side,Pré-Lead,,,RC,,,,,Ativo,,2,"16/02/2021",
negocio1765,"09/12/2020",Araujo Fontes BH,M&A Buy Side,Projeto,"Plano de saude,Saúde",,EF,20000000.00,300000.00,180000.00,"30/06/2021",Concluído sem sucesso,"01/02/2021",2,"29/01/2021","2"
negocio1767,"11/01/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"descartáveis,distribuidora,material hospitalar,Saúde",,"EF,FS",100000000.00,,150000.00,"29/01/2022",Ativo,,1,"04/02/2022","1"
negocio1768,"21/12/2020",Araujo Fontes São Paulo,M&A Buy Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"09/04/2021",1,"16/02/2021",
negocio1769,"18/12/2020",Araujo Fontes BH,Assessoria Estratégica,Lead,,,EF,,,,"30/11/2021",Concluído sem sucesso,"31/03/2021",1,"18/12/2020","1"
negocio1770,"21/12/2020",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,200000000.00,2700000.00,120000.00,"01/12/2021",Concluído sem sucesso,"15/12/2021",3,"27/08/2021","1"
negocio1771,"22/12/2020",Araujo Fontes São Paulo,Fusão com Alvo Pré-definido,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"16/02/2021",1,"22/12/2020",
negocio1772,"23/12/2020",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"16/02/2021",1,"23/12/2020",
negocio1773,"22/12/2020",Araujo Fontes São Paulo,Dívida Reperfilamento,Proposta,,,RC,,,,,Concluído sem sucesso,"23/08/2021",1,"04/02/2021","3"
negocio1774,"01/09/2020",Araujo Fontes BH,M&A Sell Side,Projeto,,,"MF,PF",35000000.00,1225000.00,253000.00,"30/07/2021",Inativo,,2,"16/11/2021","1"
negocio1775,"21/12/2020",Araujo Fontes BH,M&A Sell Side,Projeto,,,LT,80000000.00,1360000.00,90000.00,"30/06/2022",Ativo,,1,"14/12/2021","5"
negocio1776,"04/01/2021",Araujo Fontes São Paulo,Fusão com Definição de Alternativas Estratégicas,Proposta,,,RC,,,,,Concluído sem sucesso,"16/02/2021",3,"05/01/2021","3"
negocio1777,"06/01/2021",Araujo Fontes São Paulo,M&A Buy Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"18/05/2021",6,"04/02/2021",
negocio1779,"09/01/2021",Araujo Fontes BH,M&A Sell Side,Projeto,,,"EF,MF",6922571.00,242289.99,120000.00,"30/06/2021",Concluído com sucesso,"15/11/2021",1,"05/11/2021",
negocio1780,"09/12/2020",Araujo Fontes BH,M&A Buy Side,Projeto,Hospital,,EF,,,,"30/04/2021",Concluído sem sucesso,"21/05/2021",8,"11/05/2021","1"
negocio1781,"12/01/2021",Araujo Fontes BH,Dívida Captação,Lead,Giardino,,EF,,,,,Concluído sem sucesso,"02/07/2021",1,"13/01/2021","2"
negocio1782,"13/01/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,Laudo de Avaliação,,"EF,LT",,,,"31/01/2021",Concluído sem sucesso,"21/04/2021",2,"14/01/2021","1"
negocio1783,"14/01/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,,,"FA,LT",,,,"29/06/2022",Ativo,,1,"14/01/2021","2"
negocio1784,"13/01/2021",Araujo Fontes BH,Dívida Captação,Proposta,,,LT,50000000.00,1000000.00,120000.00,"30/09/2021",Concluído sem sucesso,"10/02/2021",1,"03/02/2021","1"
negocio1785,"10/12/2020",Araujo Fontes BH,Dívida Captação,Projeto,captação,,MA,50000000.00,800000.00,120000.00,"30/09/2021",Concluído sem sucesso,"18/08/2021",5,"11/05/2021","1"
negocio1786,"21/01/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"Concessionaria,usados,venda parcial",,EF,400000000.00,8000000.00,360000.00,"30/09/2021",Ativo,,2,"13/08/2021","1"
negocio1787,"27/01/2021",Araujo Fontes São Paulo,Dívida Captação,Lead,,,RC,,,,,Ativo,,1,"29/10/2021","3"
negocio1788,"28/01/2021",Araujo Fontes Rib. Preto,Dívida Captação,Proposta,,,AR,30000000.00,600000.00,108000.00,,Concluído sem sucesso,"09/04/2021",2,"25/02/2021","4"
negocio1789,"28/01/2021",Araujo Fontes Rib. Preto,Dívida Captação,Projeto,,,AR,80000000.00,2000000.00,198000.00,"20/12/2021",Ativo,,1,"31/01/2022","4"
negocio1790,"27/01/2021",Araujo Fontes BH,Assessoria Estratégica,Projeto,,,EF,,,,"31/05/2021",Concluído sem sucesso,"11/08/2021",2,"29/01/2021","1"
negocio1791,"02/02/2021",Araujo Fontes BH,Dívida Captação,Projeto,"captação,mercado de capitais",,FB,125000000.00,1375000.00,75000.00,"23/06/2021",Concluído com sucesso,"30/06/2021",4,"22/06/2021","1"
negocio1792,"04/02/2021",Araujo Fontes Rib. Preto,Dívida Reperfilamento,Projeto,,,AR,30000000.00,825000.00,180000.00,"01/03/2021",Inativo,,2,"20/09/2021","3"
negocio1793,"20/01/2021",Araujo Fontes BH,Dívida Captação,Proposta,"frota,locação,veículos",,GR,,,,"24/08/2021",Concluído sem sucesso,"12/05/2021",2,"26/02/2021","1"
negocio1794,"28/01/2021",Araujo Fontes BH,M&A Sell Side,Lead,"LÍTIO,mineração,química",,GR,,,,"10/02/2022",Concluído sem sucesso,"30/08/2021",1,"09/02/2021","1"
negocio1795,"04/02/2021",Araujo Fontes BH,M&A Sell Side,Proposta,"operadora de telefonia,tecnologia",,EF,,,,"28/02/2022",Concluído sem sucesso,"04/05/2021",2,"12/03/2021","2"
negocio1796,"12/02/2021",Araujo Fontes BH,Dívida Captação,Pré-Lead,,,FB,,,,,Concluído sem sucesso,"09/12/2021",1,"12/02/2021",
negocio1797,"14/01/2021",Araujo Fontes BH,M&A Sell Side,Projeto,,,LT,1008896440.00,6557826.86,140000.00,"30/09/2021",Concluído com sucesso,"31/08/2021",2,"09/11/2021","5"
negocio1798,"16/02/2021",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"03/08/2021",3,"18/05/2021",
negocio1799,"16/02/2021",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Ativo,,2,"28/01/2022",
negocio1800,"17/02/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,2,"17/02/2021",
negocio1801,"17/02/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"24/11/2020",
negocio1802,"17/02/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"24/11/2020",
negocio1803,"17/02/2021",Araujo Fontes BH,Câmbio,Pré-Lead,,,DM,,,,,Ativo,,1,"25/11/2020",
negocio1804,"25/01/2021",Araujo Fontes BH,M&A Buy Side,Projeto,,,"FB,LT",15000000.00,550000.00,120000.00,"28/02/2022",Ativo,,2,"04/02/2022",
negocio1805,"17/02/2021",Araujo Fontes BH,M&A Sell Side,Pré-Lead,,,Gd,,,,,Inativo,,1,"17/02/2021",
negocio1806,"11/02/2021",Araujo Fontes BH,Dívida Captação,Projeto,,,MA,44377036.78,1664138.88,40000.00,"30/06/2021",Concluído com sucesso,"17/06/2021",5,"03/02/2022","5"
negocio1807,"19/02/2021",Araujo Fontes BH,Dívida Captação,Proposta,"Agronegócio,fertilizantes,mineração,Químicos",,GR,,,,"30/06/2021",Inativo,,1,"30/08/2021","1"
negocio1808,"22/02/2021",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Ativo,,1,"29/10/2021",
negocio1809,"22/02/2021",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"15/09/2021",1,"22/02/2021",
negocio1810,"24/02/2021",Araujo Fontes Rib. Preto,Imobiliário,Proposta,,,"AR,EF",,,,"12/03/2021",Ativo,,1,"11/03/2021","2"
negocio1811,"01/03/2021",Araujo Fontes Rib. Preto,M&A Sell Side,Projeto,,,AR,100000000.00,3000000.00,324000.00,"31/05/2022",Ativo,,2,"25/01/2022","5"
negocio1812,"26/01/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,MA,,,,,Ativo,,2,"19/03/2021",
negocio1813,"01/03/2021",Araujo Fontes BH,M&A Sell Side,Projeto,Super Mais,,Gd,8800000.00,440000.00,30000.00,"30/06/2021",Concluído sem sucesso,"26/08/2021",1,"06/07/2021","3"
negocio1814,"03/03/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,"Software,TI",,GR,,,,"31/05/2022",Ativo,,1,"20/10/2021","1"
negocio1815,"18/01/2021",Araujo Fontes BH,Consultoria,Projeto,"cisão,Sucessão",,EF,,,100000.00,"30/09/2021",Ativo,,1,"03/03/2021","3"
negocio1816,"09/03/2021",Araujo Fontes BH,AFCR11,Lead,"CRI,Francisco",,#,,,,"25/05/2021",Ativo,,2,"09/03/2021","3"
negocio1817,"01/02/2021",Araujo Fontes BH,Fusão com Alvo Pré-definido,Projeto,"construtora,energia,engenharia",,MA,1000000000.00,2750000.00,120000.00,"31/12/2021",Concluído sem sucesso,"17/09/2021",6,"17/09/2021","1"
negocio1818,"11/03/2021",Araujo Fontes BH,M&A Sell Side,Proposta,"Agronegócio,Cogeração,energia",,"EF,FB",,,,,Concluído sem sucesso,"29/12/2021",1,"19/03/2021","3"
negocio1819,"08/03/2021",Araujo Fontes BH,M&A Sell Side,Projeto,,,MF,150000000.00,3000000.00,72000.00,"30/09/2022",Ativo,,1,"21/12/2021","1"
negocio1820,"11/03/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"Siderurgia,venda parcial",,EF,300000000.00,9000000.00,200000.00,"30/06/2022",Ativo,,1,"18/01/2022","2"
negocio1821,"22/03/2021",Araujo Fontes São Paulo,M&A Sell Side,Proposta,,,RC,,,,,Concluído sem sucesso,"10/09/2021",2,"09/04/2021","2"
negocio1822,"23/03/2021",Araujo Fontes BH,M&A Sell Side,Proposta,Inoviti,,Gd,,,,"30/12/2021",Inativo,,1,"01/04/2021","3"
negocio1823,"15/02/2021",Araujo Fontes BH,Fusão com Definição de Alternativas Estratégicas,Projeto,,,LT,36000000.00,900000.00,,"30/11/2021",Inativo,,3,"23/06/2021","5"
negocio1824,"02/02/2021",Araujo Fontes BH,Imobiliário,Projeto,"Agronegócio,fazenda,rural",,DU,57000000.00,10499400.00,,"24/03/2021",Concluído com sucesso,"23/03/2021",1,"24/03/2021","1"
negocio1825,"30/03/2021",Araujo Fontes São Paulo,M&A Buy Side,Lead,,,RC,,,,,Concluído sem sucesso,"02/12/2021",1,"21/07/2021","2"
negocio1826,"30/03/2021",Araujo Fontes São Paulo,M&A Sell Side,Pré-Lead,,,RC,,,,,Ativo,,1,"13/09/2021",
negocio1827,"30/03/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"Cogecom,Synergia",,EF,100000000.00,,120000.00,"09/06/2022",Ativo,,2,"07/02/2022","1"
negocio1828,"22/03/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"Reprodução assistida,Saúde",,EF,10000000.00,120000.00,80000.00,"31/05/2022",Ativo,,1,"03/02/2022","3"
negocio1829,"29/03/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"alimentos,pão de queijo,salgados",Externo,EF,15000000.00,450000.00,90000.00,"30/09/2022",Ativo,,1,"27/01/2022","3"
negocio1830,"01/04/2021",Araujo Fontes BH,M&A Sell Side,Lead,"equipamentos médicos,Saúde",,EF,,,,"31/03/2022",Ativo,,1,"01/04/2021","2"
negocio1831,"22/03/2021",Araujo Fontes BH,M&A Buy Side,Projeto,Sucos,,EF,35000000.00,500000.00,120000.00,"30/11/2021",Concluído sem sucesso,"27/07/2021",1,"27/07/2021","1"
negocio1832,"06/04/2021",Araujo Fontes São Paulo,M&A Sell Side,Proposta,,,RC,,,,,Concluído sem sucesso,"02/12/2021",2,"15/09/2021","2"
negocio1833,"08/04/2021",Araujo Fontes BH,M&A Sell Side,Proposta,"captação de recursos,venda total",,EF,,,,"10/12/2021",Ativo,,1,"25/11/2021","2"
negocio1834,"12/04/2021",Araujo Fontes BH,M&A Buy Side,Proposta,,,EF,,,,"24/06/2021",Inativo,,2,"27/05/2021","3"
negocio1835,"13/04/2021",Araujo Fontes BH,M&A Sell Side,Projeto,Nazaré,,Gd,100000000.00,2000000.00,135000.00,"30/12/2022",Ativo,,1,"26/01/2022","3"
negocio1836,"15/04/2021",Araujo Fontes BH,M&A Buy Side,Proposta,"imobiliário,Loteadora",,EF,,,,"30/04/2021",Concluído sem sucesso,"04/05/2021",1,"04/05/2021","1"
negocio1837,"15/04/2021",Araujo Fontes São Paulo,Dívida Captação,Pré-Lead,,,RC,,,,,Concluído sem sucesso,"15/09/2021",2,"15/04/2021",
negocio1838,"14/04/2021",Araujo Fontes BH,M&A Sell Side,Proposta,"Equity,minoritário",,EF,,,,"28/02/2022",Ativo,,5,"10/01/2022","1"
negocio1839,"08/04/2021",Araujo Fontes BH,M&A Sell Side,Proposta,"cozinha,Utilidades,varejo",,EF,,,,"28/02/2022",Ativo,,1,"24/06/2021","2"
negocio1840,"16/04/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,,,MA,,,,"31/05/2022",Ativo,,2,"10/06/2021","1"
negocio1841,"01/01/2021",Araujo Fontes BH,M&A Buy Side,Projeto,,,EF,220000000.00,500000.00,,"30/10/2022",Ativo,,4,"02/12/2021","1"
negocio1842,"18/04/2021",Araujo Fontes BH,Dívida Captação,Projeto,,,EF,,,,"31/07/2021",Ativo,,4,"04/02/2022","1"
negocio1843,"12/03/2021",Araujo Fontes BH,M&A Sell Side,Projeto,,,FS,140000000.00,5600000.00,,"30/05/2022",Concluído sem sucesso,"05/05/2021",5,"04/05/2021","1"
negocio1844,"09/02/2021",Araujo Fontes BH,M&A Buy Side,Projeto,,,EF,,,,"30/07/2022",Ativo,,4,"10/12/2021","1"
negocio1845,"24/04/2021",Araujo Fontes BH,M&A Buy Side,Projeto,"dados,Inteligência artificial",Interno,EF,65000000.00,422500.00,,"30/11/2021",Concluído com sucesso,"03/11/2021",8,"18/10/2021","3"
negocio1846,"12/04/2021",Araujo Fontes BH,Dívida Captação,Projeto,Saneamento,,EM,10000000.00,300000.00,40000.00,"31/10/2021",Concluído sem sucesso,"09/12/2021",1,"18/05/2021","3"
negocio1847,"25/04/2021",Araujo Fontes BH,Gestão de Recursos,Projeto,,,ED,,,167149.65,"31/12/2033",Ativo,,29,"27/04/2021",
negocio1848,"25/04/2021",Araujo Fontes BH,Gestão de Recursos,Projeto,,,ED,,,1031742.46,"31/12/2033",Ativo,,29,"27/04/2021",
negocio1849,"25/04/2021",Araujo Fontes BH,Gestão de Recursos,Projeto,,,ED,,,4630.43,"31/12/2033",Ativo,,29,"27/04/2021",
negocio1850,"27/04/2021",Araujo Fontes BH,M&A Sell Side,Lead,Produtos Hospitalares,,TF,,,,,Ativo,,1,"27/04/2021","3"
negocio1851,"26/04/2021",Araujo Fontes BH,M&A Sell Side,Projeto,primaz,,EM,40000000.00,1600000.00,90000.00,"31/12/2021",Ativo,,2,"02/02/2022","5"
negocio1852,"28/04/2021",Araujo Fontes BH,M&A Sell Side,Proposta,"banda larga,Infraestrutura,tecnologia,tv a cabo",,EF,,,,"29/04/2022",Ativo,,1,"25/01/2022","2"
negocio1853,"08/03/2021",Araujo Fontes BH,M&A Sell Side,Projeto,Estrutura metálica,,MA,30000000.00,900000.00,200000.00,"30/09/2022",Ativo,,2,"10/11/2021","1"
negocio1854,"27/04/2021",Araujo Fontes BH,Dívida Captação,Projeto,"Bateria Lítio,Veículo Elétrico",,EF,250000000.00,4050000.00,,"31/05/2022",Ativo,,2,"04/02/2022","1"
negocio1855,"28/04/2021",Araujo Fontes BH,Dívida Captação,Lead,"Polo Capital,Pró-Soluto",,FB,,,,,Concluído sem sucesso,"18/08/2021",2,"28/04/2021","3"
negocio1856,"06/04/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"Internet,tecnologia",,EF,50000000.00,1500000.00,165000.00,"28/02/2022",Concluído sem sucesso,"18/08/2021",2,"16/08/2021","1"
negocio1858,"05/05/2021",Araujo Fontes BH,Câmbio,Lead,Maxibrasil,,Gd,,,,,Concluído sem sucesso,"17/11/2021",1,"05/05/2021","4"
negocio1859,"04/03/2021",Araujo Fontes BH,Assessoria Estratégica,Proposta,mineração,,GR,,,,"31/05/2022",Concluído sem sucesso,"17/03/2021",2,"05/05/2021","1"
negocio1860,"05/05/2021",Araujo Fontes BH,M&A Sell Side,Projeto,,Externo,"EF,EM",150000000.00,5250000.00,135000.00,"28/11/2022",Ativo,,1,"19/01/2022","3"
negocio1861,"07/05/2021",Araujo Fontes BH,Dívida Captação,Lead,Canex,,Gd,,,,,Concluído sem sucesso,"02/07/2021",1,"07/05/2021","3"
negocio1862,"04/03/2021",Araujo Fontes BH,Consultoria,Projeto,"Agronegócio,Sucessão",,EF,30000000.00,500000.00,298287.50,"30/11/2021",Ativo,,2,"08/11/2021","2"
negocio1863,"06/05/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"benefícios,cartão,descontos,franquia",,RH,200000000.00,3000000.00,270000.00,"30/06/2022",Ativo,,1,"03/02/2022","2"
negocio1864,"13/05/2021",Araujo Fontes BH,M&A Sell Side,Lead,In Vitro,,Gd,,,,"30/01/2022",Ativo,,1,"02/06/2021","3"
negocio1865,"02/05/2021",Araujo Fontes BH,M&A Sell Side,Proposta,,,EF,,,,,Concluído sem sucesso,"24/11/2021",3,"13/05/2021","1"
negocio1866,"16/05/2021",Araujo Fontes Rib. Preto,M&A Sell Side,Projeto,,,AR,20000000.00,600000.00,,"31/05/2022",Ativo,,2,"03/02/2022","4"
negocio1867,"19/05/2021",Araujo Fontes São Paulo,Dívida Reperfilamento,Lead,"Moda,roupas",,RV,,,,,Concluído sem sucesso,"28/01/2022",1,"23/11/2021","2"
negocio1868,"20/05/2021",Araujo Fontes BH,Assessoria Estratégica,Lead,"captação de recursos,CRI,imobiliário",,EF,,,,"29/10/2021",Ativo,,2,"20/05/2021","1"
negocio1869,"28/05/2021",Araujo Fontes BH,M&A Sell Side,Projeto,"digital,on boarding,tech,tecnologia",,EF,200000000.00,6000000.00,240000.00,"30/06/2022",Ativo,,1,"20/01/2022","2"
negocio1870,"31/05/2021",Araujo Fontes BH,M&A Sell Side,Lead,"Equity,minoritário",,DU,,,,"30/12/2021",Ativo,,1,"11/06/2021","2"
negocio1871,"01/06/2021",Araujo Fontes Rib. Preto,M&A Buy Side,Projeto,,,AR,30000000.00,900000.00,,"30/06/2022",Ativo,,2,"27/12/2021","5"
negocio1872,"03/06/2021",Araujo Fontes BH,M&A Sell Side,Proposta,"Atacadista,atacado",,EF,,,,"28/02/2022",Ativo,,1,"24/06/2021","1"
negocio1873,"07/06/2021",Araujo Fontes BH,M&A Sell Side,Lead,,,"Gd,MF",,,,,Inativo,,1,"17/06/2021","2"
negocio1874,"07/05/2021",Araujo Fontes BH,Dívida Captação,Proposta,,,MA,20000000.00,600000.00,108000.00,"30/11/2021",Concluído sem sucesso,"27/07/2021",1,"30/06/2021","3"
negocio1875,"10/06/2021",Araujo Fontes BH,M&A Sell Side,Projeto,,,EF,25000000.00,1000000.00,90000.00,"30/08/2022",Ativo,,1,"20/01/2022","1"
